Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
25,Female,47.6,1.58,166,142,62,1.26,895.0,Cardio,34.5,1.8,4,2,19.07
46,Male,97.6,1.88,175,163,68,1.03,831.0,Yoga,24.7,2.9,3,1,27.61
34,Female,76.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3,1,27.18
56,Female,64.1,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2,1,22.18
22,Female,57.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3,2,19.25
31,Female,64.7,1.56,171,125,62,1.03,644.0,Yoga,34.3,2.4,4,2,26.59
44,Male,79.5,1.88,194,153,71,1.08,818.0,Strength,29.0,2.9,4,2,22.49
38,Male,78.9,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4,2,25.18
46,Female,70.1,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2,1,28.08
23,Female,85.4,1.76,176,152,67,1.56,1186.0,Yoga,15.5,2.7,4,3,27.57
59,Female,77.5,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,4,2,27.79
55,Male,124.3,1.87,165,156,51,0.68,525.0,HIIT,29.8,3.3,3,1,35.55
19,Male,112.7,1.96,183,150,67,1.83,1510.0,HIIT,13.6,3.5,4,3,29.34
23,Male,88.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3,2,29.57
31,Male,123.5,2.0,179,160,60,1.24,1091.0,Cardio,28.0,3.3,4,2,30.88
42,Female,53.6,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4,2,17.50
11,Female,163.1,1.67,161,133,63,1.76,1053.0,Cardio,16.2,2.7,5,3,58.48
52,Female,51.6,1.53,168,155,65,1.41,983.0,Strength,28.4,2.4,4,2,22.04
53,Male,56.5,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3,1,18.88
23,Male,97.0,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2,1,26.31
52,Male,84.8,2.0,162,127,56,1.83,1150.0,Cardio,14.9,3.5,4,3,21.20
41,Female,50.1,1.51,179,145,65,1.25,906.0,HIIT,32.6,2.5,3,1,21.97
34,Female,47.2,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3,1,19.90
39,Male,82.8,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4,2,27.35
31,Female,83.4,1.67,192,140,63,1.46,1022.0,Strength,28.1,1.5,4,2,29.90
57,Male,92.4,1.86,160,147,70,1.14,830.0,Yoga,25.3,2.2,3,2,26.71
54,Male,55.8,1.61,196,123,60,1.87,1139.0,Strength,11.6,3.5,5,3,21.53
54,Female,78.5,1.69,165,135,65,1.36,826.0,HIIT,26.1,2.2,3,1,27.49
79,Male,36.1,1.62,193,141,68,0.84,651.0,HIIT,24.4,3.5,3,1,13.76
73,Female,170.7,1.69,174,131,66,0.54,354.0,Cardio,27.5,1.6,2,1,59.77
32,Male,93.7,1.85,185,135,55,1.78,1322.0,Strength,14.5,3.5,5,3,27.38
55,Female,91.0,1.68,173,159,60,1.03,737.0,Yoga,26.0,2.0,4,2,32.24
30,Female,73.1,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2,1,22.56
34,Female,62.7,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5,3,23.60
49,Male,76.8,1.76,183,156,67,1.81,1398.0,Strength,11.6,3.5,5,3,24.79
19,Male,91.4,1.84,190,148,66,1.73,1408.0,HIIT,13.3,3.5,5,3,27.00
18,Female,94.6,1.78,188,137,61,1.71,1171.0,Cardio,18.7,2.7,4,3,29.86
37,Female,59.0,1.66,191,129,72,1.25,806.0,HIIT,29.5,2.5,3,1,21.41
41,Male,92.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4,2,23.00
26,Male,75.1,1.86,173,158,71,1.06,921.0,Strength,23.6,3.3,4,2,21.71
30,Male,99.7,1.89,199,137,54,1.75,1319.0,Cardio,13.3,3.5,5,3,27.91
79,Female,168.7,1.52,195,120,60,1.19,714.0,Strength,25.4,2.1,4,2,73.02
48,Male,85.0,1.87,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4,2,24.31
85,Male,178.7,1.75,186,140,53,1.4,1078.0,HIIT,27.9,2.2,3,2,58.35
21,Female,51.8,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2,1,21.56
58,Male,97.8,1.88,191,134,73,1.19,789.0,Yoga,27.2,2.6,4,2,27.67
27,Male,69.0,1.86,177,123,72,1.52,1028.0,Yoga,11.0,3.5,4,3,19.94
38,Male,78.1,1.66,177,139,74,1.97,1355.0,HIIT,11.2,3.5,5,3,28.34
42,Female,69.3,1.68,196,129,66,0.76,441.0,HIIT,35.0,2.6,3,1,24.55
24,Female,100.0,1.71,185,142,56,0.89,632.0,Cardio,26.0,2.5,2,1,34.20
41,Female,73.0,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3,1,25.26
52,Female,51.8,1.55,194,153,72,1.17,806.0,HIIT,26.3,2.1,4,2,21.56
45,Female,78.1,1.73,167,165,62,1.67,1240.0,Cardio,16.6,2.7,5,3,26.10
24,Female,72.4,1.71,179,167,61,1.12,935.0,HIIT,27.1,1.8,3,1,24.76
44,Female,67.7,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4,2,22.36
44,Male,62.6,1.81,178,153,70,1.7,1287.0,Yoga,12.4,3.5,5,3,19.11
58,Male,57.8,1.76,189,158,68,1.48,1158.0,Yoga,29.0,3.4,3,2,18.66
56,Female,79.8,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,4,2,28.61
12,Male,33.4,1.97,194,139,69,1.3,894.0,HIIT,23.2,2.1,3,2,8.61
49,Male,96.5,1.84,170,120,67,1.26,748.0,HIIT,26.0,3.1,4,2,28.50
36,Female,49.4,1.52,190,132,60,1.13,746.0,Cardio,31.0,2.2,3,1,21.38
31,Male,73.6,1.77,198,120,69,1.15,759.0,Strength,24.8,2.7,3,2,23.49
52,Male,65.1,1.84,195,124,52,1.38,847.0,Strength,28.2,3.1,4,2,19.23
37,Male,105.3,1.95,189,135,66,1.58,1173.0,Yoga,10.3,3.5,5,3,27.69
32,Male,71.7,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4,2,25.40
47,Male,84.7,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3,2,22.27
48,Female,78.8,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3,1,26.64
28,Female,76.6,1.74,174,150,64,1.08,810.0,Strength,33.9,2.0,3,2,25.30
71,Female,36.9,1.51,190,142,54,0.75,479.0,Strength,31.5,2.6,3,1,16.18
25,Male,73.8,1.85,196,167,53,0.72,661.0,Yoga,21.6,3.6,2,1,21.56
32,Female,68.3,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4,2,25.39
23,Male,55.6,1.62,174,162,69,1.88,1675.0,Strength,10.7,3.5,5,3,21.19
41,Male,49.9,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3,1,18.78
18,Male,104.8,1.93,185,168,70,1.27,1173.0,Strength,21.8,3.0,4,2,28.13
28,Male,118.7,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4,3,30.28
14,Female,37.5,1.62,179,132,64,0.51,303.0,Cardio,25.3,2.3,3,1,14.29
23,Female,46.0,1.56,174,133,66,1.47,978.0,Strength,32.2,2.6,3,2,18.90
51,Male,87.2,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4,2,27.22
21,Female,55.5,1.53,181,147,52,1.29,948.0,Yoga,33.0,2.1,3,2,23.71
14,Male,165.0,1.66,197,161,59,1.3,1151.0,Strength,21.3,3.2,3,1,59.88
50,Female,76.4,1.73,182,151,64,1.38,938.0,Cardio,34.0,2.3,2,1,25.53
26,Female,67.0,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3,2,25.22
36,Male,83.0,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4,2,22.52
42,Female,74.2,1.59,187,136,72,0.82,502.0,Strength,29.5,2.5,2,1,29.35
46,Male,97.8,1.65,161,166,67,1.1,904.0,Cardio,24.4,2.8,3,2,35.92
39,Female,54.8,1.61,167,128,50,1.17,749.0,HIIT,32.8,2.5,2,1,21.14
42,Male,84.8,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4,2,31.92
27,Male,89.3,1.92,170,127,70,1.13,789.0,HIIT,25.2,3.6,2,1,24.22
49,Female,80.6,1.6,196,140,61,1.88,1184.0,Yoga,19.2,2.7,5,3,31.48
49,Female,69.4,1.55,177,132,50,0.71,422.0,Cardio,33.3,2.1,2,1,28.89
80,Male,41.0,1.79,173,169,52,1.12,937.0,HIIT,29.6,3.0,3,1,12.80
54,Female,59.1,1.67,169,124,52,1.5,837.0,Yoga,32.0,1.5,2,1,21.19
18,Female,69.5,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2,1,29.31
37,Male,78.2,1.8,168,149,68,1.72,1410.0,Cardio,10.1,3.5,4,3,24.14
25,Male,92.2,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4,3,26.94
42,Female,64.1,1.65,170,136,50,1.45,887.0,Strength,30.1,2.3,2,1,23.54
34,Male,68.5,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4,2,21.62
23,Male,83.6,1.93,162,139,53,1.42,1086.0,Yoga,21.2,2.9,4,2,22.44
48,Male,72.1,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,4,3,23.01
20,Female,75.9,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3,2,25.66
56,Female,86.0,1.7,187,121,67,1.32,719.0,Strength,34.9,2.5,3,1,29.76
18,Male,99.4,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4,2,26.41
79,Female,35.3,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3,2,12.81
53,Male,86.5,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,3,1,21.62
56,Female,85.0,1.61,180,155,52,1.41,983.0,Yoga,34.9,2.5,4,2,32.79
25,Male,100.3,1.8,169,144,72,1.48,1172.0,Yoga,26.4,3.1,2,1,30.96
26,Male,64.3,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4,2,19.85
35,Female,59.3,1.75,178,128,58,0.99,634.0,Strength,34.5,2.3,3,1,19.36
35,Male,106.6,1.94,181,141,72,1.18,915.0,Strength,29.3,2.4,4,2,28.32
37,Female,60.1,1.6,180,142,53,1.21,859.0,Yoga,28.8,1.9,4,2,23.48
33,Female,71.6,1.73,191,131,70,1.17,766.0,Yoga,25.8,1.8,3,2,23.92
26,Male,79.4,1.68,182,129,54,1.13,802.0,Yoga,21.7,2.9,3,1,28.13
18,Male,60.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3,2,21.84
34,Female,60.3,1.67,164,162,70,1.02,826.0,HIIT,26.1,2.6,4,2,21.62
21,Male,93.5,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3,2,27.03
18,Male,107.9,1.82,187,149,52,1.2,983.0,HIIT,23.4,2.4,3,2,32.57
61,Male,82.2,1.86,173,141,55,1.14,796.0,Yoga,25.4,2.8,4,2,23.76
15,Male,41.2,1.83,167,125,73,1.98,1225.0,Yoga,13.6,3.5,5,3,12.30
49,Male,58.5,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2,1,20.01
46,Female,76.4,1.55,194,121,58,1.67,909.0,Cardio,18.4,2.7,5,3,31.80
48,Female,74.8,1.59,196,149,64,1.19,798.0,Strength,32.0,2.1,3,2,29.59
25,Male,108.5,1.99,180,121,72,1.13,752.0,HIIT,25.6,2.6,3,1,27.40
56,Male,62.3,1.66,177,151,52,1.37,1024.0,Strength,29.0,2.2,2,1,22.61
44,Male,88.1,1.92,192,161,50,1.24,988.0,Yoga,21.1,2.5,3,1,23.90
51,Female,62.8,1.53,167,135,69,1.11,674.0,HIIT,26.8,2.0,4,2,26.83
18,Male,99.6,1.94,176,131,71,1.14,821.0,HIIT,24.3,2.1,3,2,26.46
35,Female,53.0,1.55,190,120,68,1.2,720.0,Cardio,26.3,2.4,4,2,22.06
20,Female,70.2,1.57,193,127,63,1.07,679.0,Cardio,30.7,2.2,3,2,28.48
19,Female,76.7,1.76,165,167,66,1.37,1144.0,HIIT,29.0,2.2,4,2,24.76
47,Male,83.9,1.71,181,169,71,1.42,1188.0,HIIT,22.8,2.9,3,1,28.69
51,Female,85.9,1.76,173,132,63,0.8,475.0,Strength,26.7,2.2,3,1,27.73
34,Male,109.6,1.85,162,134,66,1.18,870.0,HIIT,23.4,3.6,4,2,32.02
40,Female,56.7,1.55,171,163,74,0.85,693.0,Yoga,31.1,1.5,3,1,23.60
34,Male,71.2,1.74,195,127,63,1.45,1013.0,Strength,25.8,2.1,3,1,23.52
57,Female,47.7,1.65,171,129,61,1.29,749.0,Yoga,26.6,1.7,4,2,17.52
40,Male,51.1,1.62,161,165,65,1.34,1216.0,Yoga,21.2,2.3,4,2,19.47
32,Female,74.5,1.56,161,124,50,1.8,1116.0,Yoga,15.1,2.7,5,3,30.61
20,Male,88.7,1.96,174,169,62,1.9,1766.0,HIIT,10.1,3.5,5,3,23.09
27,Male,98.3,1.79,182,138,55,1.35,1025.0,Cardio,28.8,2.3,4,2,30.68
76,Male,41.9,1.66,188,166,66,1.29,1060.0,Cardio,20.5,3.1,3,2,15.21
53,Male,79.3,1.77,176,157,61,1.0,777.0,Yoga,27.3,2.8,3,2,25.31
52,Female,68.4,1.8,191,130,72,1.07,626.0,HIIT,33.7,2.7,4,2,21.11
56,Female,70.0,1.62,166,162,68,0.54,394.0,Strength,26.0,1.8,3,1,26.67
11,Male,35.4,1.67,189,139,55,1.38,950.0,Yoga,24.4,2.5,3,2,12.69
34,Female,73.6,1.56,187,139,56,1.71,1188.0,Strength,19.8,2.7,5,3,30.24
48,Male,99.3,1.8,173,140,50,1.36,942.0,Strength,28.3,3.7,3,1,30.65
77,Male,165.6,1.96,189,137,50,1.36,1025.0,HIIT,24.9,3.4,3,2,43.11
47,Female,75.1,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,4,2,27.58
51,Male,72.4,1.61,191,129,55,1.36,868.0,Cardio,28.3,2.9,2,1,27.93
55,Male,91.4,1.78,165,153,65,1.44,1091.0,Cardio,23.5,3.4,3,1,28.85
50,Female,45.0,1.55,183,145,74,0.89,581.0,HIIT,33.9,2.1,3,1,18.73
41,Male,78.9,1.78,165,149,65,1.26,929.0,Yoga,24.7,2.4,3,1,24.90
30,Male,53.7,1.62,186,128,63,0.58,408.0,Cardio,25.3,3.4,2,1,20.46
48,Male,70.6,1.64,177,165,50,2.0,1634.0,Strength,15.0,3.5,4,3,26.25
58,Male,87.5,1.71,183,150,62,0.57,423.0,Yoga,28.4,2.9,3,1,29.92
37,Female,53.6,1.61,196,161,69,1.02,821.0,Strength,28.6,1.7,3,2,20.68
22,Female,66.9,1.62,183,123,59,1.38,849.0,HIIT,25.1,2.1,3,1,25.49
45,Female,70.7,1.54,197,125,73,1.61,906.0,Strength,18.1,2.7,4,3,29.81
11,Male,36.5,1.69,193,133,59,1.06,775.0,Yoga,27.0,2.7,3,1,12.78
29,Male,84.5,1.83,199,123,58,1.41,954.0,HIIT,26.5,3.5,3,2,25.23
33,Female,45.9,1.62,174,145,62,1.76,1276.0,Yoga,19.8,2.7,5,3,17.49
27,Male,48.0,1.61,170,166,52,1.75,1598.0,Strength,14.3,3.5,4,3,18.52
36,Male,63.8,1.81,181,167,67,1.36,1249.0,Yoga,24.5,2.2,2,1,19.47
36,Male,58.9,1.69,183,158,69,1.81,1573.0,HIIT,10.3,3.5,5,3,20.62
42,Male,53.8,1.61,160,136,51,1.06,714.0,Strength,24.8,3.5,4,2,20.76
20,Female,66.6,1.7,177,138,66,1.36,938.0,Strength,31.9,2.1,4,2,23.04
54,Female,76.5,1.58,171,168,68,0.97,733.0,Cardio,31.1,2.0,2,1,30.64
24,Female,84.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2,1,29.24
21,Male,120.3,1.94,199,148,62,1.17,952.0,Yoga,24.7,3.2,3,2,31.96
29,Female,58.7,1.77,166,130,62,1.41,916.0,Cardio,27.9,2.6,4,2,18.74
23,Female,61.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3,2,24.68
41,Male,103.9,1.99,180,149,51,1.16,951.0,Cardio,25.0,2.4,4,2,26.24
14,Male,36.6,1.89,193,144,50,1.45,1148.0,Cardio,21.6,2.9,3,2,10.25
49,Female,52.8,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3,1,18.49
25,Female,73.3,1.59,181,130,54,1.49,968.0,HIIT,28.2,1.5,3,2,28.99
33,Female,45.0,1.52,194,126,73,1.02,643.0,Cardio,30.9,2.3,2,1,19.48
27,Female,63.7,1.58,188,145,52,1.36,986.0,Yoga,25.7,2.2,3,2,25.52
27,Male,113.6,1.93,187,141,56,1.32,1024.0,HIIT,28.3,2.5,3,2,30.50
58,Female,61.5,1.56,177,144,73,1.52,985.0,Cardio,17.8,2.7,5,3,25.27
13,Female,33.4,1.78,173,138,71,0.55,380.0,HIIT,31.7,2.0,2,1,10.54
40,Male,55.1,1.64,177,150,62,0.63,468.0,Strength,27.0,2.4,3,1,20.49
22,Female,64.5,1.68,187,145,72,0.91,660.0,HIIT,27.9,2.4,2,1,22.85
44,Male,112.2,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3,1,28.33
10,Male,171.5,1.8,167,160,73,0.79,695.0,Yoga,29.6,2.9,2,1,52.93
81,Male,149.7,1.79,167,155,70,1.51,1159.0,HIIT,13.8,3.5,5,3,46.72
48,Female,72.8,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3,1,24.32
53,Female,93.4,1.67,186,166,50,0.93,695.0,Strength,32.5,1.8,3,1,33.49
36,Male,68.9,1.93,195,132,54,1.49,1082.0,Cardio,21.8,3.4,3,2,18.50
35,Female,60.0,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,4,2,25.97
20,Female,63.4,1.56,192,121,57,1.45,877.0,HIIT,30.8,2.1,4,2,26.05
34,Male,80.8,1.76,193,121,64,0.84,559.0,HIIT,23.6,2.9,2,1,26.08
47,Male,125.7,1.95,189,135,69,1.47,982.0,Yoga,22.8,2.8,3,2,33.06
59,Female,75.9,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3,1,24.23
35,Male,68.2,1.88,198,147,51,0.55,445.0,Cardio,23.7,2.2,2,1,19.30
39,Female,55.0,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5,3,22.60
26,Female,68.4,1.6,196,154,50,0.76,585.0,Strength,33.5,1.6,3,1,26.72
18,Female,78.9,1.75,193,160,74,1.29,1032.0,Cardio,33.5,2.4,3,2,25.76
22,Female,74.9,1.72,166,132,54,1.48,977.0,Cardio,28.6,1.8,4,2,25.32
54,Male,73.2,1.72,199,150,55,0.9,668.0,HIIT,28.3,2.1,2,1,24.74
33,Male,104.4,1.72,187,140,51,1.79,1378.0,Yoga,14.3,3.5,4,3,35.29
43,Male,107.7,1.77,198,151,50,1.08,807.0,HIIT,24.2,3.4,3,1,34.38
48,Male,62.8,1.65,198,153,53,1.22,924.0,HIIT,20.7,2.3,3,2,23.07
84,Female,35.0,1.77,187,127,56,1.72,1092.0,HIIT,15.0,2.7,4,3,11.17
45,Female,86.1,1.72,173,160,71,1.03,742.0,Strength,30.2,2.3,4,2,29.10
44,Male,111.9,1.97,197,167,50,1.66,1372.0,Yoga,11.7,3.5,5,3,28.83
31,Female,78.5,1.67,163,121,50,1.37,829.0,Strength,35.0,1.9,2,1,28.15
85,Female,38.8,1.77,177,157,57,1.48,1046.0,HIIT,32.7,1.7,4,2,12.38
38,Female,61.6,1.6,184,151,69,0.89,672.0,Yoga,32.6,2.0,2,1,24.06
45,Male,112.7,1.93,166,159,65,1.29,1015.0,Cardio,29.6,2.0,3,2,30.26
32,Male,77.5,1.64,197,147,70,1.9,1536.0,Yoga,14.4,3.5,4,3,28.81
42,Male,69.3,1.79,187,156,62,1.31,1012.0,HIIT,23.2,3.4,2,1,21.63
53,Female,88.2,1.79,164,160,72,1.34,965.0,Yoga,26.7,2.1,3,2,27.53
18,Male,73.2,1.63,162,120,73,0.66,436.0,Cardio,27.5,2.2,3,1,27.55
27,Male,104.7,1.9,190,160,72,1.47,1294.0,Cardio,23.8,2.4,4,2,29.00
54,Male,94.8,1.86,179,129,67,1.01,645.0,Yoga,24.7,2.8,3,2,27.40
30,Male,66.6,1.64,178,123,69,1.77,1197.0,Cardio,13.2,3.5,4,3,24.76
12,Male,181.9,1.83,170,154,59,1.35,1143.0,Strength,29.1,2.3,4,2,54.32
32,Male,94.3,1.98,199,129,61,0.71,504.0,Yoga,24.2,2.5,2,1,24.05
43,Female,71.1,1.8,162,166,50,0.79,590.0,Cardio,32.8,2.1,3,1,21.94
45,Female,97.6,1.79,182,130,59,0.74,433.0,Cardio,27.7,2.5,2,1,30.46
36,Male,62.4,1.74,166,133,58,0.91,666.0,Yoga,27.0,2.7,2,1,20.61
32,Male,83.4,1.62,182,157,52,0.56,484.0,Strength,20.0,3.2,2,1,31.78
41,Female,52.3,1.64,166,131,68,1.93,1138.0,Yoga,19.4,2.7,4,3,19.45
18,Female,71.3,1.68,193,164,58,1.42,1164.0,Cardio,25.3,2.6,4,2,25.26
43,Male,84.8,1.83,178,136,59,1.11,747.0,Yoga,27.1,2.4,3,2,25.32
36,Male,80.3,1.93,168,135,68,0.6,446.0,Cardio,20.5,3.4,2,1,21.56
30,Male,115.3,1.79,177,154,65,1.76,1491.0,HIIT,11.3,3.5,4,3,35.99
18,Male,77.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3,2,25.40
41,Female,84.5,1.6,173,130,67,0.87,566.0,Yoga,29.2,1.9,3,1,33.01
31,Male,61.8,1.63,184,160,63,1.41,1241.0,Cardio,21.9,3.7,4,2,23.26
53,Male,93.8,1.79,178,122,52,1.19,719.0,Cardio,23.3,2.4,3,2,29.27
52,Male,88.2,1.69,198,148,51,0.53,388.0,Cardio,27.3,2.4,2,1,30.88
37,Male,118.2,1.92,174,137,50,1.39,1047.0,Cardio,26.7,3.3,3,2,32.06
38,Female,68.1,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,4,2,25.95
56,Female,58.3,1.59,186,166,73,1.08,807.0,Cardio,32.5,1.9,2,1,23.06
44,Female,55.5,1.54,199,133,58,1.67,999.0,Yoga,15.3,2.7,4,3,23.40
28,Male,97.8,1.87,169,153,62,1.62,1363.0,Strength,12.7,3.5,5,3,27.97
59,Male,62.2,1.61,163,168,51,1.38,1148.0,Yoga,22.6,2.3,3,2,24.00
35,Female,72.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4,2,27.43
53,Male,107.9,1.86,187,159,65,1.09,858.0,Cardio,22.6,3.3,3,2,31.19
37,Male,67.8,1.82,180,161,70,1.26,1116.0,Strength,29.8,3.0,3,2,20.47
43,Female,73.7,1.52,173,137,68,1.42,875.0,Yoga,28.1,2.6,4,2,31.90
45,Female,54.5,1.53,192,149,74,1.07,717.0,Strength,27.4,1.9,3,1,23.28
33,Female,78.1,1.78,169,144,64,1.33,958.0,Yoga,27.8,1.8,4,2,24.65
30,Female,51.2,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4,3,22.16
37,Male,69.4,1.82,189,127,60,1.23,859.0,Yoga,26.4,3.2,4,2,20.95
44,Male,85.7,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2,1,23.01
21,Female,66.0,1.68,162,127,70,1.19,756.0,Cardio,34.2,1.8,3,2,23.38
30,Male,53.5,1.7,196,150,56,0.96,792.0,HIIT,29.1,2.1,3,1,18.51
18,Female,47.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2,1,18.21
74,Female,33.5,1.7,170,122,57,0.74,406.0,Yoga,27.0,2.7,2,1,11.59
13,Male,38.2,1.63,161,163,59,1.1,986.0,Cardio,28.4,3.1,2,1,14.38
51,Female,49.0,1.55,171,141,54,1.12,711.0,Strength,27.0,1.8,4,2,20.40
10,Male,161.5,1.93,165,136,58,1.35,1010.0,Cardio,27.4,3.7,4,2,43.36
55,Male,83.9,1.77,199,155,74,1.47,1128.0,Strength,26.9,3.5,2,1,26.78
24,Male,114.5,1.95,188,136,74,1.94,1451.0,Yoga,13.8,3.5,4,3,30.11
56,Male,64.7,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5,3,22.65
38,Female,96.4,1.72,161,128,51,1.63,1043.0,Strength,18.2,2.7,5,3,32.59
57,Male,73.7,1.69,168,149,68,1.24,915.0,Strength,29.5,2.9,3,1,25.80
58,Female,92.3,1.78,161,140,63,1.05,662.0,Cardio,26.0,2.5,4,2,29.13
59,Female,85.3,1.69,188,131,69,1.69,996.0,Yoga,16.5,2.7,4,3,29.87
23,Female,79.8,1.62,192,156,59,1.37,1069.0,Cardio,31.1,2.5,3,2,30.41
43,Female,63.5,1.66,169,151,58,0.99,673.0,Strength,34.6,2.6,2,1,23.04
54,Male,79.0,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2,1,25.22
21,Male,101.9,1.93,167,139,55,1.15,879.0,HIIT,20.2,3.1,4,2,27.36
52,Female,60.9,1.75,196,154,66,1.76,1220.0,HIIT,15.3,2.7,5,3,19.89
52,Female,61.7,1.75,192,166,74,1.22,911.0,Strength,25.5,2.2,4,2,20.15
45,Male,73.4,1.75,165,165,55,1.32,1198.0,Cardio,29.1,2.8,4,2,23.97
42,Female,47.4,1.58,199,130,53,0.74,481.0,Yoga,32.2,2.3,2,1,18.99
24,Male,109.1,1.79,178,127,69,1.0,698.0,Strength,26.8,3.4,4,2,34.05
22,Female,49.0,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4,3,19.38
24,Male,68.0,1.73,186,146,72,1.0,803.0,Cardio,27.8,3.6,2,1,22.72
46,Female,73.4,1.58,160,163,68,1.03,756.0,Yoga,26.6,2.1,4,2,29.40
27,Female,71.7,1.79,192,159,67,1.99,1582.0,Yoga,17.0,2.7,5,3,22.38
71,Male,168.5,1.76,199,157,73,0.71,552.0,Strength,24.9,3.0,2,1,54.40
48,Female,46.5,1.6,191,166,53,1.34,1001.0,Strength,26.1,2.0,4,2,18.16
40,Female,77.1,1.74,164,149,57,1.34,898.0,Yoga,29.2,2.3,3,1,25.47
27,Male,86.8,1.76,176,163,66,1.15,1031.0,Yoga,23.2,3.1,4,2,28.02
21,Female,50.4,1.58,167,167,54,1.07,893.0,HIIT,25.4,1.5,3,2,20.19
15,Male,41.9,1.61,193,167,62,1.06,876.0,Yoga,21.4,2.9,4,2,16.16
57,Male,75.5,1.86,168,146,74,1.1,795.0,Strength,27.6,2.2,3,2,21.82
56,Female,64.4,1.54,182,140,50,0.72,454.0,Cardio,25.2,1.5,3,1,27.15
51,Female,76.0,1.55,194,139,62,1.77,1107.0,HIIT,19.7,2.7,4,3,31.63
38,Female,70.7,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4,2,28.68
50,Female,72.6,1.66,174,130,71,0.74,433.0,Yoga,33.0,1.8,3,1,26.35
21,Female,57.0,1.55,179,132,73,1.38,911.0,Cardio,34.0,1.9,4,2,23.73
18,Female,70.1,1.63,184,128,63,1.35,864.0,HIIT,34.4,1.6,4,2,26.38
40,Female,85.7,1.77,162,123,52,1.01,621.0,Strength,33.7,1.7,2,1,27.35
